"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Acute bronchitis"	"466.0"	1	54322	1.8 (Unreliable)	0.0	10.3	1.8	3.2 (Unreliable)	0.1	17.7	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Acute bronchiolitis"	"466.1"	1	54322	1.8 (Unreliable)	0.0	10.3	1.8	1.5 (Unreliable)	0.0	8.6	1.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Bronchopneumonia, organism unspecified"	"485"	3	54322	5.5 (Unreliable)	1.1	16.1	3.2	5.9 (Unreliable)	1.2	17.1	3.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Pneumonia, organism unspecified"	"486"	11	54322	20.2 (Unreliable)	10.1	36.2	6.1	26.4 (Unreliable)	12.7	48.6	8.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Emphysema"	"492"	3	54322	5.5 (Unreliable)	1.1	16.1	3.2	6.0 (Unreliable)	1.2	17.6	3.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Asthma, unspecified"	"493.9"	1	54322	1.8 (Unreliable)	0.0	10.3	1.8	1.8 (Unreliable)	0.0	10.2	1.8	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	54322	7.4 (Unreliable)	2.0	18.9	3.7	8.5 (Unreliable)	2.3	21.8	4.3	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Due to inhalation of food or vomitus"	"507.0"	2	54322	3.7 (Unreliable)	0.4	13.3	2.6	5.7 (Unreliable)	0.7	20.5	4.0	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Pulmonary congestion and hypostasis"	"514"	1	54322	1.8 (Unreliable)	0.0	10.3	1.8	3.2 (Unreliable)	0.1	17.7	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1986"	"1986"	"Unspecified disease of respiratory system"	"519.9"	1	54322	1.8 (Unreliable)	0.0	10.3	1.8	1.7 (Unreliable)	0.0	9.4	1.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Acute bronchitis"	"466.0"	1	52823	1.9 (Unreliable)	0.0	10.5	1.9	3.2 (Unreliable)	0.1	17.9	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	52823	1.9 (Unreliable)	0.0	10.5	1.9	1.8 (Unreliable)	0.0	10.3	1.8	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Pneumonia due to staphylococcus"	"482.4"	1	52823	1.9 (Unreliable)	0.0	10.5	1.9	1.7 (Unreliable)	0.0	9.5	1.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Bronchopneumonia, organism unspecified"	"485"	2	52823	3.8 (Unreliable)	0.5	13.7	2.7	4.2 (Unreliable)	0.5	15.2	3.0	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Pneumonia, organism unspecified"	"486"	11	52823	20.8 (Unreliable)	10.4	37.3	6.3	30.3 (Unreliable)	15.1	54.1	9.3	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Emphysema"	"492"	3	52823	5.7 (Unreliable)	1.2	16.6	3.3	7.5 (Unreliable)	1.6	22.0	4.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Chronic airway obstruction, not elsewhere classified"	"496"	15	52823	28.4 (Unreliable)	15.9	46.8	7.3	32.2 (Unreliable)	17.6	54.0	8.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Due to inhalation of food or vomitus"	"507.0"	3	52823	5.7 (Unreliable)	1.2	16.6	3.3	7.6 (Unreliable)	1.6	22.2	4.4	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1987"	"1987"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	52823	1.9 (Unreliable)	0.0	10.5	1.9	1.8 (Unreliable)	0.0	10.3	1.8	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Viral pneumonia, unspecified"	"480.9"	2	52128	3.8 (Unreliable)	0.5	13.9	2.7	3.7 (Unreliable)	0.4	13.2	2.6	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	2	52128	3.8 (Unreliable)	0.5	13.9	2.7	5.0 (Unreliable)	0.6	18.2	3.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Pneumonia due to klebsiella pneumoniae"	"482.0"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	1.8 (Unreliable)	0.0	10.1	1.8	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Pneumonia due to streptococcus"	"482.3"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	2.5 (Unreliable)	0.1	13.7	2.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Bacterial pneumonia unspecified"	"482.9"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	3.2 (Unreliable)	0.1	17.8	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Bronchopneumonia, organism unspecified"	"485"	3	52128	5.8 (Unreliable)	1.2	16.8	3.3	6.9 (Unreliable)	1.4	20.1	4.1	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Pneumonia, organism unspecified"	"486"	20	52128	38.4	23.4	59.3	8.6	49.0	29.5	76.5	11.3	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Obstructive chronic bronchitis"	"491.2"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	2.5 (Unreliable)	0.1	13.7	2.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Emphysema"	"492"	8	52128	15.3 (Unreliable)	6.6	30.2	5.4	15.9 (Unreliable)	6.9	31.3	5.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Chronic airway obstruction, not elsewhere classified"	"496"	20	52128	38.4	23.4	59.3	8.6	43.8	26.4	68.4	10.0	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Due to inhalation of food or vomitus"	"507.0"	2	52128	3.8 (Unreliable)	0.5	13.9	2.7	5.7 (Unreliable)	0.7	20.7	4.1	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Postinflammatory pulmonary fibrosis"	"515"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	1.6 (Unreliable)	0.0	9.0	1.6	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	3.2 (Unreliable)	0.1	17.8	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1988"	"1988"	"Other diseases of respiratory system, not elsewhere classified"	"519.8"	1	52128	1.9 (Unreliable)	0.0	10.7	1.9	3.2 (Unreliable)	0.1	17.8	3.2	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1989"	"1989"	"Pneumonia, organism unspecified"	"486"	12	52207	23.0 (Unreliable)	11.9	40.2	6.6	32.7 (Unreliable)	16.9	57.1	9.6	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1989"	"1989"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	52207	23.0 (Unreliable)	11.9	40.2	6.6	26.2 (Unreliable)	13.1	46.8	7.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1990"	"1990"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	52700	22.8 (Unreliable)	11.8	39.8	6.6	29.4 (Unreliable)	15.2	51.3	8.6	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1992"	"1992"	"Pneumonia, organism unspecified"	"486"	10	55115	18.1 (Unreliable)	8.7	33.4	5.7	23.1 (Unreliable)	11.1	42.4	7.4	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1992"	"1992"	"Chronic airway obstruction, not elsewhere classified"	"496"	13	55115	23.6 (Unreliable)	12.6	40.3	6.5	27.3 (Unreliable)	14.1	47.7	7.7	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1993"	"1993"	"Chronic airway obstruction, not elsewhere classified"	"496"	28	56666	49.4	32.8	71.4	9.3	60.0	39.5	87.3	11.5	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1994"	"1994"	"Pneumonia, organism unspecified"	"486"	15	58945	25.4 (Unreliable)	14.2	42.0	6.6	33.1 (Unreliable)	18.5	54.6	8.6	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1994"	"1994"	"Chronic airway obstruction, not elsewhere classified"	"496"	31	58945	52.6	35.7	74.6	9.4	65.6	44.3	93.7	12.0	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1995"	"1995"	"Chronic airway obstruction, not elsewhere classified"	"496"	24	62557	38.4	24.6	57.1	7.8	48.7	30.9	73.1	10.1	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1996"	"1996"	"Chronic airway obstruction, not elsewhere classified"	"496"	24	63845	37.6	24.1	55.9	7.7	48.3	30.9	71.8	9.9	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1997"	"1997"	"Pneumonia, organism unspecified"	"486"	17	65593	25.9 (Unreliable)	15.1	41.5	6.3	31.6 (Unreliable)	18.4	50.6	7.8	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1997"	"1997"	"Chronic airway obstruction, not elsewhere classified"	"496"	33	65593	50.3	34.6	70.7	8.8	59.3	40.6	83.8	10.4	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1998"	"1998"	"Pneumonia, organism unspecified"	"486"	17	66620	25.5 (Unreliable)	14.9	40.9	6.2	33.3 (Unreliable)	19.4	53.2	8.1	0.0%
	"Texas"	"48"	"Liberty County, TX"	"48291"	"1998"	"1998"	"Chronic airway obstruction, not elsewhere classified"	"496"	28	66620	42.0	27.9	60.7	7.9	51.8	34.4	74.9	9.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	19896	5.0 (Unreliable)	0.1	28.0	5.0	3.9 (Unreliable)	0.1	21.6	3.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Pneumonia, organism unspecified"	"486"	6	19896	30.2 (Unreliable)	11.1	65.6	12.3	20.5 (Unreliable)	7.5	44.6	8.4	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Emphysema"	"492"	4	19896	20.1 (Unreliable)	5.5	51.5	10.1	10.9 (Unreliable)	3.0	28.0	5.5	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Chronic airway obstruction, not elsewhere classified"	"496"	6	19896	30.2 (Unreliable)	11.1	65.6	12.3	17.4 (Unreliable)	6.4	37.9	7.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Due to inhalation of food or vomitus"	"507.0"	1	19896	5.0 (Unreliable)	0.1	28.0	5.0	3.9 (Unreliable)	0.1	21.6	3.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Postinflammatory pulmonary fibrosis"	"515"	1	19896	5.0 (Unreliable)	0.1	28.0	5.0	7.1 (Unreliable)	0.2	39.3	7.1	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1979"	"1979"	"Other diseases of lung"	"518.8"	1	19896	5.0 (Unreliable)	0.1	28.0	5.0	2.6 (Unreliable)	0.1	14.5	2.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Bronchopneumonia, organism unspecified"	"485"	1	20166	5.0 (Unreliable)	0.1	27.6	5.0	3.7 (Unreliable)	0.1	20.5	3.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Pneumonia, organism unspecified"	"486"	2	20166	9.9 (Unreliable)	1.2	35.8	7.0	6.8 (Unreliable)	0.8	24.7	4.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Emphysema"	"492"	1	20166	5.0 (Unreliable)	0.1	27.6	5.0	3.2 (Unreliable)	0.1	17.6	3.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Chronic airway obstruction, not elsewhere classified"	"496"	2	20166	9.9 (Unreliable)	1.2	35.8	7.0	6.4 (Unreliable)	0.8	23.3	4.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Chronic respiratory conditions due to fumes and vapors"	"506.4"	1	20166	5.0 (Unreliable)	0.1	27.6	5.0	2.6 (Unreliable)	0.1	14.5	2.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Due to inhalation of food or vomitus"	"507.0"	1	20166	5.0 (Unreliable)	0.1	27.6	5.0	6.3 (Unreliable)	0.2	34.8	6.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1980"	"1980"	"Other diseases of lung"	"518.8"	1	20166	5.0 (Unreliable)	0.1	27.6	5.0	3.2 (Unreliable)	0.1	17.6	3.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Bronchopneumonia, organism unspecified"	"485"	1	20545	4.9 (Unreliable)	0.1	27.1	4.9	3.6 (Unreliable)	0.1	20.3	3.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Pneumonia, organism unspecified"	"486"	6	20545	29.2 (Unreliable)	10.7	63.6	11.9	19.8 (Unreliable)	7.3	43.1	8.1	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"With pneumonia"	"487.0"	1	20545	4.9 (Unreliable)	0.1	27.1	4.9	7.0 (Unreliable)	0.2	38.8	7.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"With other respiratory manifestations"	"487.1"	2	20545	9.7 (Unreliable)	1.2	35.2	6.9	6.8 (Unreliable)	0.8	24.4	4.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Emphysema"	"492"	1	20545	4.9 (Unreliable)	0.1	27.1	4.9	2.7 (Unreliable)	0.1	14.9	2.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Asthma, unspecified"	"493.9"	1	20545	4.9 (Unreliable)	0.1	27.1	4.9	2.7 (Unreliable)	0.1	14.9	2.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	20545	19.5 (Unreliable)	5.3	49.8	9.7	11.6 (Unreliable)	3.2	29.7	5.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Postinflammatory pulmonary fibrosis"	"515"	2	20545	9.7 (Unreliable)	1.2	35.2	6.9	6.5 (Unreliable)	0.8	23.3	4.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1981"	"1981"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	1	20545	4.9 (Unreliable)	0.1	27.1	4.9	2.7 (Unreliable)	0.1	14.9	2.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"Bronchopneumonia, organism unspecified"	"485"	2	20694	9.7 (Unreliable)	1.2	34.9	6.8	6.8 (Unreliable)	0.8	24.6	4.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"Pneumonia, organism unspecified"	"486"	9	20694	43.5 (Unreliable)	19.9	82.6	14.5	28.5 (Unreliable)	13.0	54.0	9.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"With other respiratory manifestations"	"487.1"	1	20694	4.8 (Unreliable)	0.1	26.9	4.8	3.2 (Unreliable)	0.1	17.6	3.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"Emphysema"	"492"	1	20694	4.8 (Unreliable)	0.1	26.9	4.8	3.2 (Unreliable)	0.1	17.6	3.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"Chronic airway obstruction, not elsewhere classified"	"496"	1	20694	4.8 (Unreliable)	0.1	26.9	4.8	2.8 (Unreliable)	0.1	15.6	2.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1982"	"1982"	"Other diseases of lung"	"518.8"	1	20694	4.8 (Unreliable)	0.1	26.9	4.8	3.7 (Unreliable)	0.1	20.4	3.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Bronchopneumonia, organism unspecified"	"485"	2	21417	9.3 (Unreliable)	1.1	33.7	6.6	6.7 (Unreliable)	0.8	24.3	4.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Pneumonia, organism unspecified"	"486"	9	21417	42.0 (Unreliable)	19.2	79.8	14.0	33.6 (Unreliable)	14.5	66.2	11.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"With other respiratory manifestations"	"487.1"	1	21417	4.7 (Unreliable)	0.1	26.0	4.7	3.6 (Unreliable)	0.1	19.8	3.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Emphysema"	"492"	4	21417	18.7 (Unreliable)	5.1	47.8	9.3	12.6 (Unreliable)	3.4	32.2	6.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Chronic airway obstruction, not elsewhere classified"	"496"	5	21417	23.3 (Unreliable)	7.6	54.5	10.4	19.4 (Unreliable)	5.3	49.5	9.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Abscess of lung"	"513.0"	1	21417	4.7 (Unreliable)	0.1	26.0	4.7	3.6 (Unreliable)	0.1	19.8	3.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1983"	"1983"	"Other diseases of lung"	"518.8"	1	21417	4.7 (Unreliable)	0.1	26.0	4.7	6.8 (Unreliable)	0.2	37.7	6.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Bronchopneumonia, organism unspecified"	"485"	1	21508	4.6 (Unreliable)	0.1	25.9	4.6	3.5 (Unreliable)	0.1	19.7	3.5	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Pneumonia, organism unspecified"	"486"	14	21508	65.1 (Unreliable)	35.6	109.2	17.4	45.8 (Unreliable)	25.1	76.9	12.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	21508	18.6 (Unreliable)	5.1	47.6	9.3	12.6 (Unreliable)	3.4	32.3	6.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Unspecified pleural effusion"	"511.9"	1	21508	4.6 (Unreliable)	0.1	25.9	4.6	3.0 (Unreliable)	0.1	17.0	3.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Abscess of lung"	"513.0"	1	21508	4.6 (Unreliable)	0.1	25.9	4.6	6.9 (Unreliable)	0.2	38.3	6.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Pulmonary congestion and hypostasis"	"514"	1	21508	4.6 (Unreliable)	0.1	25.9	4.6	6.9 (Unreliable)	0.2	38.3	6.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1984"	"1984"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	21508	4.6 (Unreliable)	0.1	25.9	4.6	6.7 (Unreliable)	0.2	37.6	6.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Pneumonia, organism unspecified"	"486"	5	22018	22.7 (Unreliable)	7.4	53.0	10.2	16.5 (Unreliable)	5.4	38.5	7.5	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Bronchitis, not specified as acute or chronic"	"490"	1	22018	4.5 (Unreliable)	0.1	25.3	4.5	4.1 (Unreliable)	0.1	22.6	4.1	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Emphysema"	"492"	1	22018	4.5 (Unreliable)	0.1	25.3	4.5	2.9 (Unreliable)	0.1	16.1	2.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Asthma, unspecified"	"493.9"	1	22018	4.5 (Unreliable)	0.1	25.3	4.5	3.6 (Unreliable)	0.1	20.3	3.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	22018	18.2 (Unreliable)	4.9	46.5	9.1	12.4 (Unreliable)	3.4	31.7	6.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Postinflammatory pulmonary fibrosis"	"515"	2	22018	9.1 (Unreliable)	1.1	32.8	6.4	5.8 (Unreliable)	0.7	20.8	4.1	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	1	22018	4.5 (Unreliable)	0.1	25.3	4.5	3.6 (Unreliable)	0.1	20.3	3.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1985"	"1985"	"Other diseases of lung"	"518.8"	1	22018	4.5 (Unreliable)	0.1	25.3	4.5	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Bronchopneumonia, organism unspecified"	"485"	1	21541	4.6 (Unreliable)	0.1	25.9	4.6	3.0 (Unreliable)	0.1	16.8	3.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Pneumonia, organism unspecified"	"486"	7	21541	32.5 (Unreliable)	13.1	67.0	12.3	22.1 (Unreliable)	8.9	45.4	8.4	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Bronchitis, not specified as acute or chronic"	"490"	2	21541	9.3 (Unreliable)	1.1	33.5	6.6	7.0 (Unreliable)	0.8	25.2	4.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Emphysema"	"492"	1	21541	4.6 (Unreliable)	0.1	25.9	4.6	3.8 (Unreliable)	0.1	21.2	3.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Bronchiectasis"	"494"	1	21541	4.6 (Unreliable)	0.1	25.9	4.6	3.0 (Unreliable)	0.1	16.8	3.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1986"	"1986"	"Chronic airway obstruction, not elsewhere classified"	"496"	2	21541	9.3 (Unreliable)	1.1	33.5	6.6	6.0 (Unreliable)	0.7	21.8	4.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1987"	"1987"	"Pneumonia, organism unspecified"	"486"	3	21932	13.7 (Unreliable)	2.8	40.0	7.9	9.3 (Unreliable)	1.9	27.1	5.4	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1987"	"1987"	"Obstructive chronic bronchitis"	"491.2"	1	21932	4.6 (Unreliable)	0.1	25.4	4.6	3.0 (Unreliable)	0.1	16.7	3.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1987"	"1987"	"Emphysema"	"492"	2	21932	9.1 (Unreliable)	1.1	32.9	6.4	5.9 (Unreliable)	0.7	21.2	4.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1987"	"1987"	"Chronic airway obstruction, not elsewhere classified"	"496"	1	21932	4.6 (Unreliable)	0.1	25.4	4.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Pneumonia due to streptococcus"	"482.3"	1	21575	4.6 (Unreliable)	0.1	25.8	4.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Bacterial pneumonia unspecified"	"482.9"	1	21575	4.6 (Unreliable)	0.1	25.8	4.6	3.1 (Unreliable)	0.1	17.2	3.1	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Bronchopneumonia, organism unspecified"	"485"	1	21575	4.6 (Unreliable)	0.1	25.8	4.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Pneumonia, organism unspecified"	"486"	5	21575	23.2 (Unreliable)	7.5	54.1	10.4	18.8 (Unreliable)	6.1	43.8	8.8	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Emphysema"	"492"	1	21575	4.6 (Unreliable)	0.1	25.8	4.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Chronic airway obstruction, not elsewhere classified"	"496"	6	21575	27.8 (Unreliable)	10.2	60.5	11.4	20.0 (Unreliable)	7.3	43.4	8.2	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Due to inhalation of food or vomitus"	"507.0"	1	21575	4.6 (Unreliable)	0.1	25.8	4.6	6.6 (Unreliable)	0.2	36.8	6.6	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1988"	"1988"	"Postinflammatory pulmonary fibrosis"	"515"	2	21575	9.3 (Unreliable)	1.1	33.5	6.6	6.0 (Unreliable)	0.7	21.8	4.3	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1991"	"1991"	"Chronic airway obstruction, not elsewhere classified"	"496"	18	21015	85.7 (Unreliable)	50.8	135.4	20.2	64.2 (Unreliable)	37.4	102.8	15.7	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1992"	"1992"	"Pneumonia, organism unspecified"	"486"	12	21024	57.1 (Unreliable)	29.5	99.7	16.5	41.3 (Unreliable)	21.4	72.2	12.0	0.0%
	"Texas"	"48"	"Limestone County, TX"	"48293"	"1992"	"1992"	"Chronic airway obstruction, not elsewhere classified"	"496"	11	21024	52.3 (Unreliable)	26.1	93.6	15.8	36.6 (Unreliable)	18.3	65.6	11.1	0.0%
